n,acceptance_number,reject_good_probability,accept_bad_probability
20,8,0.4044012746877751,0.4143062341161162
30,12,0.42153427145388256,0.3591784154637505
40,16,0.4318682519667184,0.31854818583682787
50,20,0.4389650679599336,0.2861696097466872
60,24,0.444224427250265,0.25924793249549727
70,28,0.44832308149687894,0.23626391103617525
80,32,0.45163344364061386,0.21628643280923224
90,36,0.4543795955523693,0.1986963482853579
100,40,0.45670551411793125,0.18305694421446655
110,44,0.4587084880301503,0.16904617739361996
120,48,0.4604569377000737,0.1564181998672117
130,52,0.46200057038823983,0.14498007870266927
140,56,0.4633764849119044,0.13457697173348987
150,60,0.46461300640995273,0.12508228386892822
160,64,0.4657321856489848,0.1163908975959724
170,68,0.46675147984532883,0.1084143771305846
180,72,0.4676849140135413,0.10107748288788543
190,76,0.46854390250515277,0.09431558143780226
200,80,0.46933784231915765,0.08807268309698375
210,84,0.4700745495188675,0.08229992931195416
220,88,0.47076058554165134,0.07695440880117363
230,92,0.47140150479463694,0.07199821826156996
240,96,0.47200204503512233,0.06739770790981923
250,100,0.472566275532039,0.06312286872870784
260,104,0.4730977136450423,0.05914682977285351
270,108,0.47359941748098044,0.05544544197347018
280,112,0.47407406022095233,0.05199693066634366
290,116,0.4745239902545796,0.048781603266604225
300,120,0.4749512802170317,0.045781601603883955
310,124,0.475357767270574,0.042980690733511975
320,128,0.47574508642012514,0.04036407777425047
330,132,0.4761146982431488,0.03791825564446692
340,136,0.4764679121079368,0.035630867585136373
350,140,0.4768059057228773,0.03349058914728419
360,144,0.47712974168279587,0.0314870249395561
370,148,0.47744038154271506,0.02961061791958752
380,152,0.4777386978441608,0.027852569401064297
390,156,0.478025484436973,0.026204768259437728
400,160,0.47830146537495954,0.024659728070199685
410,164,0.4785673026125685,0.023210531117355604
420,168,0.4788236026890006,0.021850778376137164
430,172,0.4790709225535166,0.020574544710690965
440,176,0.4793097746593722,0.019376338640378913
450,180,0.4795406314324796,0.018251066122053815
460,184,0.47976392920352373,0.01719399787386759
470,188,0.4799800716780428,0.01620073983170848
480,192,0.480189433007295,0.015267206384540656
490,196,0.4803923605130761,0.014389596081569998
500,200,0.4805891771116505,0.013564369543761235
510,204,0.48078018347528917,0.012788229345979467
520,208,0.48096565996433593,0.012058101664895
530,212,0.4811458683580465,0.011371119512568273
540,216,0.48132105340851095,0.010724607396972622
550,220,0.48149144423863965,0.010116067269153118
560,224,0.48165725560237516,0.009543165632703805
570,228,0.48181868902289493,0.00900372170514191
580,232,0.4819759338225239,0.00849569653287337
590,236,0.4821291680563248,0.008017182972036825
600,240,0.4822785593598361,0.00756639645679863
610,244,0.4824242657201344,0.0071416664848319355
620,248,0.4825664361782841,0.0067414287569020764
630,252,0.4827052114702751,0.006364217913828882
640,256,0.4828407246127169,0.006008660819715326
650,260,0.482973101438825,0.0056734703453155885
660,264,0.48310246108961485,0.005357439609845358
670,268,0.48322891646465715,0.005059436643482494
680,272,0.48335257463627324,0.004778399436326807
690,276,0.4834735372306226,0.004513331342735318
